Index,Name,Address,City,State,Zip,Phone_Number,Local or Chain 
724,MARTIN'S SUPER MARKETS #11,926 ERSKINE PLZ,SOUTH BEND,IN,46614,(574) 291-3571,Chain
725,WENDY'S #3027,4227 S MICHIGAN ST,SOUTH BEND,IN,46614,(574) 291-6171,Chain
726,KENNEDY PRIMARY ACADEMY,609 N OLIVE ST,SOUTH BEND,IN,46624,(574) 283-7463,Local
727,FRICK'S DAIRY QUEEN,3907 S MICHIGAN ST,SOUTH BEND,IN,46614,(574) 291-2330,Chain
728,CRE-ASIAN,1639 N IRONWOOD DR,SOUTH BEND,IN,46637,(574) 247-3000,Local
729,HONKER'S RESTAURANT,3939 S MICHIGAN ST,SOUTH BEND,IN,46614,(574) 291-2115,Local
730,TOM & LIN'S KITCHENETTE,2221 S MICHIGAN ST,SOUTH BEND,IN,46613,(574) 289-1513,Local
731,LA MAREA BAR,3401 W WESTERN AVE,SOUTH BEND,IN,46619,(574) 329-2055,Local
732,FARMER'S MARKET CAFE,1105 NORTHSIDE BLVD,SOUTH BEND,IN,46615,(574) 282-1259,Local
733,"NICOLA'S, LLC",1705 SOUTH BEND AVE,SOUTH BEND,IN,46637,(574) 277-5666,Local
734,ST VINCENT DE PAUL SOCIETY OF,520 CRESCENT AVE,SOUTH BEND,IN,46617,(574) 234-6000,Local
735,MASTERPIECE CREATIONS/PALAIS,105 W COLFAX AVE,SOUTH BEND,IN,46601,(574) 235-5583,Local
736,LOW BOBS EXPRESS,4505 AMERITECH DR,SOUTH BEND,IN,46628,(574) 243-5392,Local
737,BURGER KING #3722,121 W LASALLE AVE,SOUTH BEND,IN,46601,(574) 233-8651,Chain
738,BURGER KING #6574,4852 W WESTERN AVE,SOUTH BEND,IN,46619-2308,(574) 232-3622,Chain
739,TOSCANA PIZZA & PASTA,1724 N IRONWOOD DR,SOUTH BEND,IN,46635,(574) 247-7010,Local
740,ELEVEN-FORTY CAFE,1140 W WESTERN AVE,SOUTH BEND,IN,46619,(574) 233-1680,Local
741,TACO BELL OF AMERICA LLC #1739,231 E IRELAND RD,SOUTH BEND,IN,46614,(317) 596-3260,Chain
742,ONE STOP #1,209 W SAMPLE ST,SOUTH BEND,IN,46601,(574) 246-9740,Local
743,OLIVE STREET VARIETY STORE,229 N OLIVE ST,SOUTH BEND,IN,46628,(574) 233-9377,Local
744,BURGER KING #7055,2171 SOUTH BEND AVE,SOUTH BEND,IN,46637,(574) 273-2220,Chain
745,AMER. LEGION PULASKI POST 357,5414 W SAMPLE ST,SOUTH BEND,IN,46619,(574) 234-5073,Local
746,THYME OF GRACE,2714 MISHAWAKA AVE,SOUTH BEND,IN,46615,(574) 288-0552,Local
747,MARTIN'S SUPER MARKETS #1,1302 ELWOOD AVE,SOUTH BEND,IN,46680,(574) 233-8229,Chain
748,CANTEEN VENDING - DONT USE,4402 TECHNOLOGY DR,SOUTH BEND,IN,46628,(800) 234-7650,Local
749,NAVARRE CATERING - DBA PALAIS,105 W COLFAX AVE,SOUTH BEND,IN,46601,(574) 235-5612,Local
750,NEVERIA TRES MANGOS DE MICHOAC,2102 W WESTERN AVE,SOUTH BEND,IN,46619,(708) 224-3140,Local
751,YUMMY CUPCAKES,119 S MICHIGAN ST,SOUTH BEND,IN,46601,(574) 289-8669,Local
752,THE LOUVERED DOOR,1622 W WESTERN AVE,SOUTH BEND,IN,46619,(574) 237-9170,Local
753,PEDDLER'S PUB,904 E IRELAND RD,SOUTH BEND,IN,46614,(574) 291-9192,Local
754,FRIENDS FOOD MART INC - DBA,3601 W WESTERN AVE,SOUTH BEND,IN,46619,(574) 233-0099,Local
755,LANE'S DAIRY QUEEN BRAZIER,2015 SOUTH BEND AVE,SOUTH BEND,IN,46637,(574) 271-1102,Local
756,JEANNIES WHITE HOUSE LLC,1444 MISHAWAKA AVE,SOUTH BEND,IN,46615,(574) 855-4423,Local
757,THE EXCHANGE,112 W JEFFERSON BLVD,SOUTH BEND,IN,46601,(574) 310-8999,Local
758,R & J QUICK MART,1956 E EWING AVE,SOUTH BEND,IN,46613,(574) 282-1133,Local
759,LET'S SPOON FROZEN YOGURT / CL,1290 E IRELAND RD,SOUTH BEND,IN,46614,(574) 243-5847,Local
760,BELIEVERS C.O.G.I.C.,2049 PRAIRIE AVE,SOUTH BEND,IN,46613,(574) 233-3353,Local
761,INN ON HISTORIC W WASHINGTON,322 W WASHINGTON ST,SOUTH BEND,IN,46601,(574) 288-4089,Local
762,LA RIVERA,1740 SOUTH BEND AVE,SOUTH BEND,IN,46637,(574) 256-8248,Chain
763,SUPERMERCADO GUERITO,454 S CARLISLE ST,SOUTH BEND,IN,46619,(574) 234-7170,Chain
